frequency_matrix_verb,uid_iphrase,m_verb,word_form_similarity,text,uid_idoc,matrix_subject1v3,position_matrix_verb,subject_form_CC_subject1v4,matrix_subject1v2,subject_form_CC_subject1v2,length_matrix_verb_to_CC,length_CC_remainder,uid_jaeger,matrix_subject1v4,uid_avgStep,mverb,uid_amp,uid_var,that_omission,length_CC_onset,subject_form_CC_subject1v3,frequency_CC_subject_head,uid_biggestStep
-9.708019964072157,-0.0082612572043062,1,0," Of course, members will be aware that there are outbreaks in other regions as well.
",-0.0022966712713241,0,6,1,0,0,-3,0,1.6094379124341003,1,0.0044381764840663,aware,0.0002771355211734,0.0067754077361091,0,1,0,-5.862136761148557,0.1247415840625763
-8.514097495599724,0.0087708906294191,1,0," So, as a further precaution, we have decided that anyone arriving in New Zealand who has been in northern Italy or South Korea who has been there in the last 14 days will be registered for self-isolation.
",0.0042515695095062,0,9,1,0,0,-3,0,2.803360380906535,1,-0.0009379889475695,decided,-0.0007110796868801,0.0050408518933753,0,0,0,-10.218845587838148,0.0077932514250278
-6.1641662820084795,-0.0084480042569339,1,0," We know self-isolation works.
",0.030137725174427,1,1,1,0,0,-1,0,2.901999795891284,0,0.0256202442216731,know,-0.0010480005294084,0.0204084746039648,1,3,0,-7.510795386735939,0.062672272324562
-8.181963660577109,0.0035189923060976,1,0," Napoleon III of France believed the Civil War presented an opportunity for him to restore a French empire in the Americas.
",0.0174148827791214,0,4,1,0,0,-1,0,2.03688192726104,1,0.0186473942115838,believed,0.0096119977533817,0.005694661036943,1,3,0,-8.919562603707888,0.0353038311004638
-6.1641662820084795,0.0110586481661628,1,0," You guys know I have the white ones and I wear them all the time and these ones are just like black perforated Vans.
",0.0104459822177886,0,2,0,0,0,-1,0,2.901999795891284,1,-0.0012467908129053,know,0.0029347352683544,-0.0002941365832761,1,1,0,-5.497374946153897,0.001014094799757
-6.199464064089503,-0.0559093397642884,1,0," So while I was in the library one of you guys came up to me, and said hi.
",-0.0509015470743179,0,17,1,0,0,-1,0,1.157180642819177,1,0.0107206170398153,said,-0.0255057029426097,-0.0066246602158771,1,0,0,-10.624310695946313,-0.1014355719089508
-6.199464064089503,-0.0513292970998143,1,0," But if you're watching this, hi thank you so much for coming and saying hi to me you actually made my whole day.
",-0.0475357770919799,0,15,1,0,0,-1,0,1.157180642819177,1,0.0102655163135623,saying,0.0001328829675912,0.0016988231842452,1,0,0,-10.624310695946313,-0.0535422265529632
-6.199464064089503,-0.0024917474355209,1,0," She said she watches my videos and loves them.
",0.0051572397351264,1,1,0,0,0,-1,0,1.157180642819177,0,-0.0111387698393728,said,-0.0020758137106895,0.007927467428207,1,1,1,-8.203942567295885,0.0151287466287612
-6.199464064089503,0.0218049587227494,1,0," So if you do go to FGCU and you ever see me on campus, like feel free to say hi because you'll make my day.
",0.0305845141410827,0,19,1,0,0,-1,0,1.157180642819177,1,0.0072896409158905,say,-0.0016349218785762,0.0021769340920591,1,0,0,-10.624310695946313,0.0608434677124023
-6.199464064089503,-0.0049162653528831,1,0," So I ended up having to order them, but she said there was no way to do a direct exchange.
",-0.0018134340643882,1,11,1,0,0,-1,0,1.157180642819177,0,-0.0062214312187972,said,0.0024914778769016,-0.0016157645345079,1,7,0,-5.862136761148557,-0.0036230534315109
-6.199464064089503,-0.0220185473048384,1,0," The waters of the islands are known for their clarity, it being said that you can see the bottom at 40 metres.
",0.0217806696891784,0,13,1,0,0,-4,0,1.157180642819177,1,0.0018839256344694,said,0.0007050819694995,0.0006244647331506,0,0,0,-6.542544915931073,0.0444045849144458
-8.576617852581057,-0.0173201103116801,1,1," Findings of Lapita pottery suggest that early-Polynesians were on these islands close to 3000 years ago.
",0.0015590563416481,0,4,1,0,0,5,0,3.4339872044851463,1,0.03173651769596,suggest,-0.0002443045377731,0.0046912426915273,1,0,0,-9.612709784267834,0.003943994641304
-8.832551226718259,-0.0051253316180899,1,0," Growing Beavertail can be done at any time of year by scattering seeds in a shady bed or, for faster results, planting cuttings in a mix of soil and sand and ensuring that they have a bit of water and plenty of sun.
",-0.0037371516227722,0,33,0,0,0,-3,0,1.5686159179138452,1,-0.0043824540845753,ensuring,-0.0007736086845397,-0.0014525984536245,0,1,1,-5.497374946153897,-0.008656620979309
-8.544869154266477,-0.1099747109142217,1,0," Make sure that the garden bed is in the shade.
",0.0348092877668375,0,1,1,0,0,-3,0,1.3862943611198906,1,0.0122724692026774,sure,0.0124411433935165,-0.0029176426948731,0,0,0,-12.010605057066204,0.19266177713871
-9.708019964072157,-0.1244770366241011,1,0," Be aware that growing Beavertail cactus from seeds takes much longer than growing one from a cutting.
",-0.1263164579868316,0,1,1,0,0,-3,0,1.6094379124341003,1,0.0022886958508904,aware,0.0028514899313449,-0.0095448136256989,0,5,0,-6.419618076555347,-0.0816697925329208
-7.385632243781933,0.0016084059233775,1,0," As an example, research shows that greater diversity within a community or group can lead to improved critical thinking [1] and more creative solutions to complex tasks [2, 3] by pairing together individuals with unique skillsets and perspectives that complement and often augment the abilities of their peers.
",0.0002758502960205,0,5,1,0,0,-10,0,3.5263605246161616,1,-0.0046244322703304,shows,-7.453188300132751e-05,0.002660138194407,0,0,0,-8.297032990361895,-0.0012296698987483
-8.181963660577109,-0.0013152945508387,1,0," In other words, it is critical that economic agents believe that their property rights will not be taken away by other public or private actors [15].
",0.0003475695848464,0,10,1,0,0,-4,0,2.03688192726104,1,-0.0009188243059505,believe,0.0005405619740486,0.0017695458572593,0,0,0,-6.419618076555347,0.0076813995838165
-8.966082619342782,-0.0528009138415687,1,0," Besides the enjambment types above, Spang (1983) noted that if a subject or direct object and their related verbs occur in two different lines of poetry, this can also feel unusual for a reader, even if the effect is less pronounced than in the environments identified by Quilis.
",0.0260100924772257,0,10,1,0,0,-23,0,1.6582280766035324,1,-0.0090645125845116,noted,-5.289074033498764e-05,-0.0046016892249118,0,0,0,-7.405434871078112,-0.0445097833871841
-8.832551226718259,-0.0015377469407864,1,0," For instance, those with an interest in deceiving the general public may set up parallel institutions that ostensibly guarantee expertise, taking advantage of the ways in which these parallel institutions mimic legitimate institutions to ensure that people are taken in.
",0.0028397887945175,0,36,1,0,0,-4,0,1.5686159179138452,1,0.0099280255799423,ensure,-2.3324042558670044e-05,0.0017405261015608,0,0,0,-6.419618076555347,0.0058874636888504
-6.654018782394191,-0.0091255397396062,1,0," Such an organization is surely permissible, but it has had the unfortunate (and likely intended) effect of muddying debates in the public forum by misleading people into thinking that the college speaks for the pediatric profession at large.
",-0.002847321331501,0,30,1,0,0,-3,0,1.9892904446855384,1,0.0117068559834826,thinking,0.0007526651024818,0.0038569712830757,0,2,0,-8.249404941372642,-0.0060910135507583
-8.966082619342782,-0.1148840100550336,1,0," Since conflicts of interest are a reason to discount expertise, it is incumbent on me to note that I have published in Frontiers journals on several occasions.
",-0.105627030134201,0,17,1,0,0,-4,0,1.6582280766035324,1,0.0159683511493895,note,-0.0008839294314384,0.0007565133636251,0,0,0,-8.39968714442198,0.0107922106981277
-8.576617852581057,0.026696756596364,1,0," With respect to the contributions of digital games to improvement of cognitive processes, researchers suggest that regular practice has a significant influence on improving the performance related to basic visual skills (Li, Polat, Scalzo, & Bavelier, 2010); on the ability to perceive objects simultaneously (Dye & Bavelier, 2010; Feng, Spence, & Pratt, 2007); and on the ability to do more than one task at the same time (Boot, Kramer, Simons, Fabiani, & Gratton, 2008).
",0.0251772999763488,0,15,1,0,0,-3,0,3.4339872044851463,1,-0.0065851352825843,suggest,0.000650018453598,-0.0005039764926428,0,2,0,-5.497374946153897,0.0166867896914482
-8.576617852581057,0.0057607620117902,1,0," From a systematic comparison of 10 spoken languages from 5 continents we find evidence suggesting that a word like ‘Huh?’ – used as a ‘repair initiator’ when, for example, one has not clearly heard what someone just said [5], [6] – is a universal word.
",0.001255840063095,0,14,1,0,0,-40,0,3.4339872044851463,1,0.0175718763480665,suggesting,-0.000698173418641,0.0018563504603845,0,0,0,-9.302554855963994,0.0016366001218557
-7.385632243781933,0.0121892697470358,1,0," In support of the first claim, we show that the similarities in form and function of an interjection with the specific function of repair initiation are very much greater across languages than chance coincidence would admit.
",-0.0042560994625091,1,8,1,0,0,-21,0,3.5263605246161616,0,0.0229183387447415,show,-0.0002552475780248,0.0037947450616236,0,0,0,-9.014872783512212,-0.0001836623996496
-7.385632243781933,0.0147900949399847,1,0," In support of the second claim, we show that Huh? meets the criteria of a word in the sense of being a conventional lexical sign which must be learnt.
",0.0161037147045135,1,8,1,0,0,-3,0,3.5263605246161616,0,-0.0053522853760964,show,-0.0004164092242717,0.006451036429366,0,2,0,-8.297032990361895,-0.0002763979136943
-7.006658751120745,-0.000635557026809,1,0," Thus, in contrast to what has been presumed for interjections in general [7], [8] and for huh? in particular [9], [10], we find that this item is linguistic in nature rather than being a mere grunt or non-lexical sound.
",0.0006186440587043,1,35,1,0,0,-5,0,2.9245047642656234,0,0.0010623517387866,find,-0.0001162840053439,-0.0006473787069495,0,0,0,-12.010605057066204,0.0012375265359878
-7.385632243781933,0.0451672106404744,1,0," We show that the form is locally calibrated in ways that show it fitting within different language systems.
",0.052073448896408,1,1,1,0,0,-6,0,3.5263605246161616,0,0.0088301645101685,show,-0.0022886674851179,0.0050639615699605,0,0,0,-12.010605057066204,-0.0165615305304527
-8.791729232198003,-0.1722847139813443,1,0," We observe that this item fulfils a crucial need shared by all languages – the efficient signalling of problems of hearing and understanding – and we propose that its form is constrained by selective pressures in a conversational environment that is essentially the same in all languages.
",-0.1728328317403793,1,1,1,0,0,-3,0,2.5257286443082556,0,0.0122484145724043,observe,-0.0027903225272893,-0.001398806788868,0,2,0,-11.317457876506259,0.012999027967453
-7.385632243781933,0.0815820136880562,1,0," These examples show that it is possible to identify the same conversational structure in unrelated languages.
",0.1077848672866821,0,2,1,0,0,-2,0,3.5263605246161616,1,0.0151331985903465,show,-0.0020529385656118,0.0141059196688574,0,0,0,-9.066166077899764,0.1022033989429473
-7.006658751120745,0.0590541475325229,1,0," By compiling data from published literature we found that in thirty-one languages around the world, the interjection for other-initiated repair appears to be strongly similar (Figure 1).
",0.0699304938316345,1,7,1,0,0,-3,0,2.9245047642656234,0,0.0049007355715961,found,0.0007512066513299,0.0138899843717789,0,7,0,-8.226415423147943,0.0153081510215997
-7.006658751120745,0.0182591646653477,1,0," however, in the study by Hein and colleagues it was found that children responded more or less frequently based on factors such as stimuli type.
",0.0097491443157196,0,11,1,0,0,-3,0,2.9245047642656234,1,0.0164057034070463,found,0.0003922898322343,0.0072010925298093,0,1,0,-9.371547727450945,0.0193980056792497
-8.181963660577109,-0.0015052983077625,1,0," It is possible that these two children understood the task and really did believe that the puppet did not produce any poor descriptions, and in this regard, are not yet adult-like in their SI interpretations.
",0.0032963976263999,0,13,1,0,0,-6,0,2.03688192726104,1,0.0095146914432516,believe,-0.0001693367958068,0.0034222544819452,0,0,0,-8.321725602952268,0.0037281960248947
-6.199464064089503,-0.0162830309321483,1,0," This is unlikely as they said that even the first training item was said well.
",0.0319834426045417,1,5,1,0,0,-8,0,1.157180642819177,0,0.0496852909303492,said,0.0010985331609845,0.0109620001950172,0,0,0,-6.199464064089503,0.0577274709939956
-8.078779424341878,-0.0281507003538566,1,0," In fact, someone’s productivity, particularly at night, depends on the presence of a good lighting and it seems that it is a daily necessity.
",-0.0285693556070327,0,21,1,0,0,-4,0,3.2386784521643803,1,-0.0024547587364471,seems,0.0001712255179882,-0.0002676967625572,0,0,0,-11.317457876506259,-0.0317296981811523
-8.919562603707888,-0.0048409340459676,1,0," It simulates the error of not checking that the coordinate system is correct.
",-0.0025608092546463,0,6,1,0,0,-6,0,3.0910424533583156,1,0.021867630005415,checking,-0.0024109529331326,0.0004104104665763,0,0,0,-10.624310695946313,0.0034139705821871
-7.068962634456899,0.0466319279593169,1,0," The narrative review considers challenges in replication research and is largely informed by commentaries and metascience from psychology, given that the cognitive and social subdomains of psychology are highly influential in L2 research, and also from education, another key sister discipline.
",0.0408926904201507,0,19,1,0,0,-11,0,4.248495242049359,1,0.0065600846285874,given,-0.0003496091812849,0.0034220243243613,0,0,0,-10.911992768398093,0.0048292055726051
-7.4673102747962,-0.0150993197098036,1,0," In addition, the widely used empirical models decouple the wind effect from SSS and SST effects, which means that the surface emission is due to a perfectly flat sea surface and the wind-roughened sea surface.
",-0.0128538906574249,1,19,1,0,0,-4,0,2.751535313041949,0,0.0006603615198,means,-0.0001711975783109,-0.00301238431997,0,0,0,-12.010605057066204,-0.240883469581604
-7.385632243781933,-0.0085309094474094,1,0," We have shown that the addition of an artificial tail during ontogeny can produce postural and locomotory changes in chickens, consistent with the posture and kinematics inferred for non-avian dinosaurs [5], [6], [11].
",-0.0013368725776672,0,2,1,0,0,-11,0,3.5263605246161616,1,0.0112785372324828,shown,-0.0006702207028865,0.0032936581047053,0,0,0,-8.321725602952268,0.0087355971336364
-7.385632243781933,-0.0157630741242962,1,0," Our data show that for a given CFL mass, femoral retraction can be greatly affected by the location of the CoM and limb postures.
",-0.0029839649796485,0,2,1,0,0,-4,0,3.5263605246161616,1,0.0133677306917628,show,-0.0005571991205215,0.0011965197932392,0,0,0,-8.966082619342782,0.0045008994638919
-8.576617852581057,0.0249574412271907,1,0," Experimental manipulations of femoral orientation in chickens suggest that torsional loads increase as the femur becomes more horizontal [7] supporting the idea that postural differences could be reflected in differences in limb cross-sectional geometry.
",0.0278566926717758,0,7,1,0,0,-3,0,3.4339872044851463,1,0.0018604116585207,suggest,-0.0035915877670049,0.0016554632691182,0,2,0,-8.347043410936557,-0.005884513258934
-7.967553789231654,-0.0140617165502837,1,0," Maybe this is not surprising considering that a recent study analyzing the relationship between posture and femur cross-sectional properties failed to find differences between birds and non-avian theropods [24], suggesting that simple morphological correlates of limb posture should be used with caution.
",-0.003708504140377,0,5,1,0,0,-3,0,3.349904087274605,1,0.019441124905992,considering,0.0006470214575529,0.003318280903522,0,12,0,-9.177391713009987,0.0104147791862487
-8.576617852581057,-0.004871383423663,2,0," Maybe this is not surprising considering that a recent study analyzing the relationship between posture and femur cross-sectional properties failed to find differences between birds and non-avian theropods [24], suggesting that simple morphological correlates of limb posture should be used with caution.
",0.0017776414752006,0,32,1,0,0,-3,0,3.4339872044851463,1,0.0066607000431679,suggesting,-0.001104861497879,0.0044361610684924,0,0,0,-6.481175969554781,0.0362909138202667
-8.576617852581057,-0.0100061157166916,1,0," Longer limbs are expected to experience larger bending and torsional moments, so the fact that experimental animals had longer femora suggests that limb verticalization reduces these moments by orienting the bone more parallel to the GRF line of action.
",0.0101340115070343,0,21,1,0,0,-3,0,3.4339872044851463,1,0.0027282017890526,suggests,-0.0011165607720613,0.000976220042933,0,2,0,-8.966082619342782,0.0211300384253263
-8.576617852581057,-0.0021858953474752,1,0," We suggest that the different outcomes are due to the distinct rearing and exercising conditions used in each study, in addition to the different artificial tails used.
",-0.000525340437889,1,1,1,0,0,-6,0,3.4339872044851463,0,0.0001659235329793,suggest,0.0008998736739158,0.000937233197875,0,0,0,-10.06469490801089,-0.0090822875499725
-8.576617852581057,-0.0311473235767334,1,0," This suggests that their results could be partially explained as a response to the increased loading rather than to the displacement of the CoM.
",-0.0279188901185989,1,1,1,0,0,-4,0,3.4339872044851463,0,0.0032742748161831,suggests,-0.0012663817033171,0.0023401317871035,0,0,0,-8.678400546891,0.0639061629772186
-7.385632243781933,0.0060997435195733,1,0," It has even been proposed that, due to functional convergence, mammals might be a better system to study bipedal dinosaur locomotion [7], [23], but the results reported here show that important aspects of non-avian theropod locomotion can be experimentally recreated in modern birds.
",0.0109999626874923,0,36,1,0,0,-4,0,3.5263605246161616,1,0.0076800085813058,show,0.0023258030414581,-0.0016629741780248,0,0,0,-10.911992768398093,-0.0617357790470123
-7.4673102747962,-0.0071023625679887,1,0," Nonetheless, this does not mean that tail reduction had no effect on CoM displacement, but that it was not the most important factor.
",-0.0014540031552314,0,5,1,0,0,-3,0,2.751535313041949,1,0.0076097166351973,mean,-0.0012924205511808,0.0023221529582649,0,2,0,-5.497374946153897,-0.0029087215662002
-6.199464064089503,0.0182196687557119,1,0," It is no exaggeration to say that HBO’s Game of Thrones is more than just a television series or a successful brand:
",0.0221692025661468,0,5,1,0,0,-8,0,1.157180642819177,1,0.0037199482905474,say,0.0008729565888643,0.0063041278114474,0,0,0,-8.003271871833732,0.0427858084440231
-9.238016334826423,0.0011147071931962,1,0," Given the volume of content this represents, it is easy to forget that the television series itself is an adaptation of a book series with a pre-existing fandom.
",-0.0001304149627685,0,12,1,0,0,-7,0,2.0794415416798357,1,0.0020508358795796,forget,-5.760043859481812e-05,0.0006731945826766,0,0,0,-12.010605057066204,-0.0002751573920249
-8.966082619342782,-0.0584222068370223,1,0," To investigate this, Daniel experimented by puncturing the wall of a pipe with a small open ended straw and noted that the height to which the fluid rose up the straw was related to fluid's pressure in the pipe.
",-0.0611702799797058,0,20,1,0,0,-13,0,1.6582280766035324,1,-0.0019855454413515,noted,5.694478750228882e-05,-0.001697779536357,0,0,0,-10.911992768398093,0.0077955201268196
-8.078779424341878,-0.0013274813174373,1,0," After his expulsion became official in January 1831, he attempted to start a private class in advanced algebra which attracted some interest, but this waned, as it seemed that his political activism had priority. [4] [7]
",-0.0032563805580139,0,30,1,0,0,-3,0,3.2386784521643803,1,-0.0010729967390066,seemed,0.0002213511615991,-0.0016038792305902,0,3,0,-5.497374946153897,-0.0065134763717651
-8.576617852581057,0.0059598504984563,2,0," Around 4 July 1831, Poisson declared Galois' work ""incomprehensible"", declaring that ""[Galois'] argument is neither sufficiently clear nor sufficiently developed to allow us to judge its rigor""; however, the rejection report ends on an encouraging note: ""We would then suggest that the author should publish the whole of his work in order to form a definitive opinion."" [16]
",0.0073973163962364,0,53,1,0,0,-5,0,3.4339872044851463,1,0.0013962198613151,suggest,0.0002691559493541,0.0009940899601828,0,0,0,-8.39968714442198,-0.0018079876899719
-8.576617852581057,0.0044060109145345,1,0," Some archival investigation on the original letters suggests that the woman of romantic interest was a Mademoiselle Stéphanie-Félicie Poterin du Motel, [18] the daughter of the physician at the hostel where Galois stayed during the last months of his life.
",0.004586711525917,0,7,1,0,0,-8,0,3.4339872044851463,1,-0.0024648245829993,suggests,0.000106556341052,0.0018501356959482,0,0,0,-12.010605057066204,0.0080779641866683
-9.238016334826423,0.0082993194147268,1,0," Galois' cousin, Gabriel Demante, when asked if he knew the cause of the duel, mentioned that Galois ""found himself in the presence of a supposed uncle and a supposed fiancé, each of whom provoked the duel.""
",0.0012328177690505,0,18,1,0,0,-3,0,2.772588722239781,1,-0.0121289361160302,mentioned,0.003935232758522,-0.0046135644786978,0,1,0,-7.006658751120745,0.0120196640491485
-6.1641662820084795,-0.0045243763861557,1,0," She fell in love with him right away, not knowing that, at 31, he had a reputation as a womanizer.
",0.0004216358065605,0,10,0,0,0,-4,0,2.901999795891284,1,0.0079507787097785,knowing,-0.0007264260202646,-0.0003211614369164,0,1,1,-5.497374946153897,4.978477954864502e-05
-9.612709784267834,-0.0082329845662036,1,0," Nor did she realize that he wrote popular literature which aimed to please the general public and in no way wished to be associated with serious literature.
",-0.0020964443683624,0,3,0,0,0,-3,0,1.7047480922384253,1,0.0085583086022072,realize,-0.0022149197757244,0.0013164859501177,0,1,1,-7.5679538005758875,0.0021029114723205
-7.006658751120745,-0.0099150897247498,1,0," Often I would find myself entering those crypts, deep dug in the earth, with their walls on either side lined with the bodies of the dead, where everything was so dark that almost it seemed as though the Psalmist's words were fulfilled, Let them go down quick into Hell. [14]
",-0.0086221545934677,0,3,0,0,0,-1,0,2.9245047642656234,1,0.0023713246624041,find,-0.0024051517248153,-0.0002366577151386,1,1,1,-9.014872783512212,-0.0189848840236663
-6.654018782394191,-0.0009851375297792,1,0," In the video, she stated, ""I'm sick and tired of guys thinking that just because I showed up at a club or a dance or a bar, that I want to have their genitalia touching my backside""; [12] [13] the video had approximately 36.2 million views as of March 2018. [14]
",-0.0002321079373359,0,15,0,0,0,-18,0,1.9892904446855384,1,0.0002038516215376,thinking,0.0001808367669582,-0.0005473942658432,0,1,0,-6.742746898002876,-0.0005911737680435
-7.068962634456899,-0.0031638997018654,1,0," This theory, along with other theories of correspondence in translating, are elaborated in his essay Principles of Correspondence, where Nida begins by asserting that given that ""no two languages are identical, either in the meanings given to corresponding symbols or in the ways in which symbols are arranged in phrases and sentences, it stands to reason that there can be no absolute correspondence between languages.
",-0.0001238286495208,0,27,1,0,0,-7,0,4.248495242049359,1,-0.0034208468544837,given,0.0162545889616012,-0.0013039409369147,0,0,0,-12.010605057066204,0.0161785930395126
-8.078779424341878,-0.0586566584317991,1,0," Although it seems Theodorus practiced complete submission to the new leader of the Koinonia, problems soon arose in several Pachomian monasteries that viewed Horsiesios as a weak leader.
",-0.0628873705863952,0,2,1,0,0,-1,0,3.2386784521643803,1,0.0043060450959065,seems,0.0047470312565565,-0.0012439497416667,1,1,0,-9.525698407278204,-0.0019253939390182
-6.542544915931073,0.0026578982020654,1,0," This ice here of course is water, I told you there was water in this glass, and you have all seen water boil at home, so you are familiar with steam.
",-0.0039940178394317,0,22,1,0,0,-1,0,2.423537703411708,1,0.0101296055811543,seen,-0.0003780461847782,0.0023701453417002,1,1,0,-12.010605057066204,-0.007594559341669
-6.542544915931073,-0.0169607016866016,1,0," I have here a number of balloons, but, l- let's see how many of these balloons, I can fit, into this little itty-bitty container here.
",-0.0182926356792449,0,13,1,0,0,7,0,2.423537703411708,1,-0.0106892589096528,see,-0.0012533236294984,-0.0051972606201137,1,0,0,-9.813380479729984,-0.0374971199780702
-6.654018782394191,0.0103125126163164,1,0," Well, there's a hole, no, if you're thinking there's a hole, think again.
",0.0144929587841033,0,12,1,0,0,-1,0,1.9892904446855384,1,0.0023552787800629,thinking,-0.0005298852920532,0.0034024055036581,1,2,0,-5.862136761148557,0.0292039513587951
-6.199464064089503,-0.0250932946801185,1,0," You said you never made the horseshoes.
",-0.0056855231523513,0,1,0,1,0,-1,0,1.157180642819177,0,0.014230793962876,said,-0.003613993525505,0.0074881167428667,1,1,1,-6.086349259651672,-0.0139385759830474
-6.199464064089503,-0.0702330076064055,1,0," She's been saying for months that you would never wear it.
",-0.0999255776405334,0,3,1,0,0,-5,0,1.157180642819177,1,0.0572606245628916,saying,-0.0013531371951103,0.0039771455373639,0,0,0,-8.321725602952268,-0.0020912811160087
-9.238016334826423,0.0227904640847729,1,0," I hope you like yellow.
",-0.0005618631839752,0,1,0,0,0,-1,0,1.1631508098056809,0,0.0320770444969336,hope,-0.001874417066574,0.0147738155342477,1,1,1,-7.8362177871705665,-0.0011426508426666
-6.654018782394191,0.0028356982944294,1,0," I don't think that he would acknowledge original sin.
",0.0132596492767333,0,3,1,0,0,-4,0,1.9892904446855384,1,0.0231694589002114,think,-0.0010009128600358,0.0036649627845852,0,0,0,-9.813380479729984,0.0249962490051984
-6.199464064089503,-0.0071673518238914,1,0," And as you come — as Erasmus comes to this, he's going to say, well let's look at the Scriptures.
",-0.0039801597595214,0,15,1,0,0,-1,0,1.157180642819177,1,-0.0091101272334145,say,-0.0054130386561155,-0.0002292820990094,1,0,0,-7.5446969384116205,-0.0133515428751707
-6.199464064089503,-0.007858315841873,1,0," And so Erasmus is going to say, so obviously, in Scripture we have paradox.
",-0.0089246928691864,0,6,0,0,0,-1,0,1.157180642819177,1,-0.0041608832817634,say,-0.0020120702683925,-0.0014606790038578,1,1,1,-5.497374946153897,-0.0171742998063564
-9.525698407278204,0.0084364164318497,1,0," We have clear passages of Scripture, which seem to indicate that man has a free will, and that he can exercise that will, to follow, or not to follow.
",-0.0031292140483856,0,10,1,0,0,-3,0,2.4849066497880004,1,-0.0123554750232759,indicate,-0.0005139019340276,-0.0030749914219341,0,1,0,-5.497374946153897,-0.0067440178245306
-9.525698407278204,0.0075475493000713,1,0," On the other hand, we have passages of Scripture, which seem to indicate, that the will is not free, and that the –, and that man i- th- is – man is predestined by a an omnipotent sovereign will of God.
",0.0007666051387786,0,14,1,0,0,-6,0,2.4849066497880004,1,0.0123496242118107,indicate,0.0006203865632414,0.0036008906853677,0,0,0,-10.624310695946313,0.002120099030435
-7.9852533663310545,0.0513611890865783,1,0," I don't understand what not taking his lunch has to do with baling hay.
",0.0397336781024932,0,3,1,0,0,-1,0,2.639057329615259,1,0.0178311892147911,understand,0.0022258292883634,0.0047976518502795,1,4,0,-5.497374946153897,0.0817606579512357
-6.654018782394191,-0.0056028396894152,1,0," Actually, I think that if she found out he come and didn't have a lunch, she'd fix him one.
",0.0028082653880119,0,3,1,0,0,-17,0,1.9892904446855384,0,0.0134294297775397,think,0.0023540314286947,0.0034081361605698,0,0,0,-9.612709784267834,0.0056370347738265
-7.328473829941984,-0.051094744689468,1,0," And then she told her that, she didn't outgrow it until she was five or something?
",-0.0642921924591064,1,3,1,0,0,-6,0,2.890371757896165,0,0.0078050985819462,told,0.0007161926478147,-0.0022922356908189,0,0,0,-10.911992768398093,-0.0621633380651474
-6.199464064089503,-0.020563454215142,1,0," So then I said, ""but look at Barb, she's healthy now"", and Carolyn looked at her, and sort of looked away, and I thought, oh boy.
",-0.0052892714738845,0,3,1,0,0,-1,0,1.157180642819177,0,0.0311103244106766,said,-0.004357986152172,0.0091927053563853,1,0,0,-7.033871314645629,0.0101847052574157
-6.199464064089503,-0.0272294218567284,1,0," Santa had said he needed to leave at eight.
",-0.0037478655576705,0,2,0,0,0,-1,0,1.157180642819177,1,0.0268786514591839,said,-5.384907126426697e-06,0.0069588452508512,1,1,1,-7.328473829941984,-0.0095816552639007
-6.199464064089503,0.004332875005073,1,0," “It’s just that there are more children in the world now,” he said.
",0.0017833411693572,1,16,1,0,0,-4,0,1.157180642819177,0,0.0026423143697719,said,-0.0011809729039669,0.0022808245494278,0,2,0,-5.862136761148557,0.002374742180109
-6.1641662820084795,-0.0331960153450969,1,0," Betty never knew how naughty she should feel about wanting to strangle him sometimes.
",-0.0344200804829597,0,2,1,0,0,3,0,2.901999795891284,1,-0.0009066379396244,knew,0.002163890749216,0.0014483528757797,1,0,0,-7.405434871078112,-0.0498153120279312
-8.347043410936557,-0.00638484960008,1,0," She thought she could hear Gomez laughing.
",-0.019879013299942,0,4,1,0,0,-1,0,1.3609765531356008,1,0.0078838586341589,hear,-0.0007857214659452,0.0106654053119925,1,1,0,-9.120233299170039,-0.041938854381442
-8.181963660577109,-0.0010696629651818,1,0," When Tyler was very young, his grandmother was his favorite person in the world because, unlike his parents, who believed that children should always be told the truth as adults understood it, she would fill in the gaps in his knowledge — Santa Claus, the Easter Bunny, God.
",0.0021565109491348,1,22,1,0,0,-4,0,2.03688192726104,0,0.0052196023130566,believed,0.0002361889928579,0.0008368566565167,0,0,0,-7.328473829941984,0.0042839348316192
-9.177391713009987,-0.0573456683134392,1,0," He made the common error of identifying maturity with worth, and assumed that the love he had for her as a young child must have been lacking in strength and depth.
",-0.056375503540039,0,12,1,0,0,-3,0,2.833213344056216,1,0.0050121287809639,assumed,-0.0002126693725585,-0.0027234382934198,0,0,0,-10.624310695946313,0.0086361849680542
-6.542544915931073,0.0046369762540879,1,0," In Tyler’s mind he could see her face grow taut, lose color, and then, for the only time he could remember, she began to cry.
",0.0013298094272613,0,6,1,0,0,-1,0,2.423537703411708,1,0.0064746296097103,see,-0.0007713604718446,0.0011137599365934,1,2,0,-7.720145615917812,0.0005296897143125
-6.1641662820084795,0.019788883582877,1,0," At that time he knew only vaguely that Hell was a place you did not want to go, like the dark basement or the even darker attic.
",0.0006332695484161,1,4,1,0,0,-4,0,2.901999795891284,0,0.0201092111612004,knew,0.0022327899932861,0.0062666324289511,0,0,0,-9.525698407278204,0.0033425092697143
